"","tickerSymbol","StartDate","EndDate","Nobs","Beginning Prind","Min Price","Max Price","Last price","HPR","Cum Ret","Lweek Ret","Last Month Ret","MA50D","Pabove50dmav","MA200D","Pabove200mav","MA5Yr","PaboveMA5Yr"
"1","AAPL",2015-09-01,2021-09-14,1520,24.691309,21.036303,156.461655,147.904129,499.012911790136,2.0528044232907,-5.55590777055268,-0.321814826506039,147.58835234,0.21395771074979,132.85581024,11.326805152756,"65.9286974712","124.339528419487"
"2","ADBE",2015-09-01,2021-09-14,1520,75.989998,73.849998,666.590027,645.01001,748.809089322518,2.4302105694845,-2.48406415490831,1.75519331116525,631.37900274,2.15892628688084,526.884401095,22.419644358327,"296.8966724712","117.25066994901"
"3","ADI",2015-09-01,2021-09-14,1520,46.861427,43.019196,172.808121,172.808121,268.764103150337,1.60569088254945,6.12559765684983,3.51553602522843,165.24089876,4.57950924788351,155.80488385,10.9131605697096,"101.7665577728","69.8083582484971"
"4","ADP",2015-09-01,2021-09-14,1520,65.404831,65.404831,215.737457,199.740005,205.390292958635,1.31126628414657,-0.765451972740572,-6.72664813153372,206.89852634,-3.45991895961417,187.19489953,6.70162782292556,"135.7472926704","47.1410597373584"
"5","ADSK",2015-09-01,2021-09-14,1520,45.490002,42.639999,342.269989,279.350006,514.090995203737,2.22963323447235,-2.84207387960052,-16.5447196031226,311.12319948,-10.2124153817859,293.16644972,-4.71283249948824,"168.9248881344","65.3693597699728"
"6","AEP",2015-09-01,2021-09-14,1520,42.718178,42.355404,98.195641,87.013466,103.691894349988,0.847813023064691,-1.18365950495486,-1.17992894705981,87.15619394,-0.163761097803627,82.66656721,5.25835163683217,"71.922758556","20.9818251510058"
"7","ALGN",2015-09-01,2021-09-14,1520,53.939999,53.939999,729.919983,706.450012,1209.69600499993,3.2136316188437,-1.33823510973898,0.505368926191241,673.47440064,4.89634221117587,590.69595247,19.5962168093371,"292.504200296","141.517903430141"
"8","AMAT",2015-09-01,2021-09-14,1520,14.216511,13.18859,142.309845,139.914154,884.166607404587,2.77287469129292,2.69649093025657,8.54584749118793,134.81429394,3.78287784696609,120.60397083,16.0112333259898,"57.8367637144","141.912142060543"
"9","AMD",2015-09-01,2021-09-14,1520,1.71,1.66,118.769997,105.730003,6083.04111111111,5.24787257915891,-3.13680792082643,-0.318998471283671,101.8744001,3.78466316976132,89.23845009,18.4803219838172,"38.1402000024","177.214075944402"
"10","AMGN",2015-09-01,2021-09-14,1520,123.745338,110.973022,253.232697,214.241287,73.130794632441,0.748421485104008,-2.38058598845027,-4.54932835414817,230.69851534,-7.13365160401903,233.24844598,-8.14888986725759,"185.861985144","15.269019016456"
"11","AMZN",2015-09-01,2021-09-14,1520,496.540009,482.070007,3731.409912,3450,594.808059263559,2.20274759756732,-1.69421539055014,4.44832743432468,3465.05579584,-0.434503705772227,3296.901091265,4.64372161908735,"1933.743933968","78.4103851289491"
"12","ANSS",2015-09-01,2021-09-14,1520,86.57,81.919998,403.600006,369.070007,326.325525008663,1.70738631107103,-0.786757808949401,1.63132249636627,362.34439878,1.85613693564599,352.961199655,4.56390316010526,"212.2284638896","73.9022185035406"
"13","ASML",2015-09-01,2021-09-14,1520,83.890427,72.891327,885.766968,885.766968,955.861794576394,2.6970417613393,3.03922174124419,13.0206643247147,771.64027346,14.7901423066296,629.308566165,40.7524091715222,"275.3905953264","221.640238640018"
"14","ATVI",2015-09-01,2021-09-14,1520,26.80142,26.80142,103.309784,77.839996,190.432357688511,1.41087783669475,-0.705796908698286,-8.76950591316062,85.23080034,-8.671518172441,90.75217376,-14.2279542461948,"64.0391048904","21.5507245662156"
"15","AVGO",2015-09-01,2021-09-14,1520,98.527863,93.91024,498.218719,498.218719,405.662767698514,1.99358044499373,1.06504896093765,3.67477054306498,479.74630124,3.85045548287801,454.99406843,9.50004704877818,"270.4847689944","84.1947407435407"
"16","BIDU",2015-09-01,2021-09-14,1520,143.570007,83.620003,339.910004,160.520004,11.8060849575636,0.596900759185485,-3.71874921261243,1.53167349411897,165.23019938,-2.85068673745734,206.27300013,-22.1807973419522,"178.1625603328","-9.90250493697692"
"17","BIIB",2015-09-01,2021-09-14,1520,292.5,216.710007,414.709991,295.950012,1.17949128205128,0.611462516958081,-9.78070620097342,-13.6837358402681,336.48079894,-12.0454977127023,294.243099415,0.580102842987174,"290.6534238984","1.82230370128085"
"18","BKNG",2015-09-01,2021-09-14,1520,1215.359985,973.799988,2505.100098,2328.659912,91.6024832757679,0.964650162067107,-0.414891419957719,6.26091928704816,2205.2659961,5.59542096591621,2237.78485169,4.06093821939004,"1883.2190100552","23.6531651160288"
"19","CDNS",2015-09-01,2021-09-14,1520,19.719999,18.66,166.869995,164.929993,736.359033283927,2.40307269708151,-0.0185489879312439,8.14310799261665,150.54539974,9.55498692410592,136.504049965,20.8242488353191,"68.5200239624","140.703349856539"
"20","CDW",2015-09-01,2021-09-14,1520,35.83424,31.50621,202.742004,192.986938,438.554572386634,1.95258839897461,-3.91646629789993,-2.00209984303711,188.09381108,2.60142898477338,163.30599721,18.1750464141451,"98.8166957136","95.2979064988504"
"21","CERN",2015-09-01,2021-09-14,1520,58.254902,46.092113,82.566284,73.697746,26.5090893123466,0.419301350045789,-2.48851405903283,-7.26141543344829,78.12698752,-5.66928491754036,76.11500168,-3.17579403093565,"65.0682410208","13.2622379886394"
"22","CHKP",2015-09-01,2021-09-14,1520,77.239998,72.760002,137.589996,116.339996,50.6214383899906,0.580886129311813,-5.33741556481414,-5.01338237712675,123.47440024,-5.77804324307929,120.945500035,-3.80791681680362,"110.2177679656","5.55466522993897"
"23","CHTR",2015-09-01,2021-09-14,1520,177.759995,159.529999,821.01001,761.859985,328.589112527822,1.70159900863512,-4.88954005932142,-1.5036940876615,762.45839724,-0.0784845759671748,678.808999335,12.2348091652234,"433.5297918032","75.7341708469818"
"24","CMCSA",2015-09-01,2021-09-14,1520,24.420784,23.976173,61.478119,55.345242,126.63171665578,1.00801861463497,-7.84009424575425,-5.64590694173903,58.5994496,-5.55330744949523,54.570702715,1.41933170449553,"39.7327810456","39.2936526050922"
"25","COST",2015-09-01,2021-09-14,1520,121.745674,121.745674,465.187439,457.669586,275.922668102359,1.45336689002314,-0.242956542892658,2.96587536128947,435.27496034,5.14493772913267,381.210631885,20.0568787226442,"246.5348451496","85.6409327137027"
"26","CPRT",2015-09-01,2021-09-14,1520,16.924999,16.450001,148.330002,144.589996,754.298402026493,2.37691586191355,1.13962645348058,2.37161392221525,142.67319998,1.34348708816283,124.692199835,15.9575307768489,"70.0021840584","106.550692588926"
"27","CRWD",2019-06-12,2021-09-14,570,58,33.009998,286.369995,257.299988,343.620668965517,1.95917365550785,-4.62296670687706,5.34574934364878,258.85980076,-0.602570486193865,221.185725185,16.3275739357926,"NA","NA"
"28","CSCO",2015-09-01,2021-09-14,1520,20.611496,18.763968,59.130543,57.481682,178.881659050852,1.23369848212986,-1.72072345450428,2.71882898447218,55.74759686,3.11060070329998,49.94529594,15.0892810186841,"40.2354362976","42.8633246942788"
"29","CSX",2015-09-01,2021-09-14,1520,8.070828,6.674986,34.10606,30.420256,276.916172665308,1.61347454636231,-3.23361502665575,-10.8756513814878,32.30799218,-5.84293870532936,31.49792295,-3.42139052060891,"21.9279834344","38.7280143247352"
"30","CTAS",2015-09-01,2021-09-14,1520,77.012672,75.336884,405.640106,395.24292,413.218032481719,1.88382455718323,1.23691362152658,1.99191325332108,389.3493341,1.51370129182917,356.430568985,10.8891757307812,"219.4835489352","80.0786081314418"
"31","CTSH",2015-09-01,2021-09-14,1520,57.914322,40.665806,81.423576,75.455734,30.2885562572933,0.526308481314176,-0.690819345222127,-0.733192608870925,72.9090651,3.49293863048041,75.01263129,0.590704128597963,"65.7871274968","14.6968060030745"
"32","DLTR",2015-09-01,2021-09-14,1520,69.650002,61.380001,119.260002,88.43,26.9633847246695,0.568774241896905,-4.15539067570577,-12.747911494382,98.0247994,-9.78813469522897,105.776599975,-16.3992792159134,"93.297183924","-5.21686048741279"
"33","DOCU",2018-04-27,2021-09-14,852,39.73,37.41,310.049988,267.980011,574.502922225019,2.37250038235946,-8.31270466930349,-9.2164852536903,293.3113996,-8.6363464340443,244.901149465,9.42374569715865,"NA","NA"
"34","DXCM",2015-09-01,2021-09-14,1520,87.82,44.459999,552.659973,542.22998,517.433363698474,2.55619912599569,-1.70749094886562,9.73677106685987,492.80919806,10.0283805851333,404.15765091,34.162987828912,"196.2491680864","176.29670244578"
"35","EA",2015-09-01,2021-09-14,1520,63.11692,55.226059,148.432236,145.369995,130.318581768565,1.12708440941805,0.13499671200059,4.69967459836749,141.87707738,2.46193231810425,139.777301275,4.00114587560738,"112.212947544","29.5483259122114"
"36","EBAY",2015-09-01,2021-09-14,1520,25.433125,21.139845,77.1726,71.207855,179.980753446539,1.30034025200074,-4.51451404060286,4.25061220979992,71.15632694,0.0724152892875418,61.555250025,15.681205049252,"40.4970578536","75.8346378085586"
"37","EXC",2015-09-01,2021-09-14,1520,24.048206,20.658447,50.20599,50.027248,108.029023038143,0.936183052458974,1.76794899233284,4.84304199592206,47.03914628,6.35237234581887,43.429471915,15.1919325611722,"37.9473911832","31.8331680786214"
"38","FAST",2015-09-01,2021-09-14,1520,15.735765,14.916413,55.929199,52.77504,235.382741163204,1.44823733835218,-1.80491879254153,-4.08598962606496,54.2277858,-2.67896942235101,50.34501009,4.8267542416933,"31.535508652","67.3511614554312"
"39","FB",2015-09-01,2021-09-14,1520,87.230003,86.669998,382.179993,376.529999,331.651938611076,1.77537408331423,-1.48016734992282,3.90166162043765,361.58880188,4.13209619388559,309.917300065,21.4937013587267,"200.7296399368","87.5806677671275"
"40","FISV",2015-09-01,2021-09-14,1520,41.435001,41.435001,126.550003,107.389999,159.177015586412,1.15706776055363,-6.71256777445389,-3.05173024427038,112.5886,-4.61734225312331,114.60539988,-6.29586466916483,"86.583088044","24.0311490685413"
"41","FOX",2019-03-13,2021-09-14,633,37.597469,19.396601,41.150208,32.84,-12.6536948537679,0.0503400040462135,-3.50901522691973,-3.05370750651862,33.7636648,-2.73567696359786,33.57661538,-2.19383452341287,"NA","NA"
"42","FOXA",2019-03-12,2021-09-14,634,36.485905,19.795393,43.893967,35.299999,-3.25031268924261,0.16472922395984,-3.94132501342432,-3.97721833746243,36.24519892,-2.60779344068779,35.140897955,0.452751791384887,"NA","NA"
"43","GILD",2015-09-01,2021-09-14,1520,83.065269,54.27309,91.707787,70.449997,-15.1871800956908,0.0514156876781383,-0.0198618238585579,0.490483142596931,69.37751158,1.54586896470523,64.59070079,9.07142380921053,"63.3083163064","11.2807939150295"
"44","GOOG",2015-09-01,2021-09-14,1520,597.789978,594.890015,2916.840088,2868.120117,379.787253475835,1.77265203686397,-1.43421903793891,3.65457156221791,2749.33679204,4.32043557936979,2277.567296785,25.9291051925719,"1319.382618168","117.383500245173"
"45","GOOGL",2015-09-01,2021-09-14,1520,629.559998,622.609985,2904.310059,2850.889893,352.83847481682,1.71441817911441,-1.18675469232109,3.92284756158608,2707.37861326,5.30074659809756,2247.90630006,26.8242316382985,"1321.34650426","115.75641845714"
"46","HON",2015-09-01,2021-09-14,1520,80.449532,76.785881,232.734222,219.242523,172.521812805574,1.18124390824811,-1.21879336309614,-5.11843647121071,227.0690734,-3.44677074812955,215.869828175,1.56237435009483,"150.5742557344","45.6042548114765"
"47","IDXX",2015-09-01,2021-09-14,1520,70.540001,64.669998,705.76001,661.390015,837.609874714915,2.5047549911602,-2.91769860103777,-1.93681003662028,676.5705993,-2.24375465261222,558.126648855,18.5017802602412,"278.7078638096","137.305831977468"
"48","ILMN",2015-09-01,2021-09-14,1520,193.130005,122.019997,524.840027,448.850006,132.408219530673,1.33616441928333,-2.79698671996043,-12.305732112866,483.2707989,-7.12246487442384,425.13209959,5.57894979769198,"291.8786400632","53.7796688044083"
"49","INCY",2015-09-01,2021-09-14,1520,115.120003,58.5,152.660004,72.239998,-37.2480923232776,0.0455994414333288,-3.28624416218019,-0.760791480575973,76.94200016,-6.11109946482058,82.5809999,-12.5222531968882,"90.3038081096","-20.0033758129849"
"50","INTC",2015-09-01,2021-09-14,1520,23.540203,23.540203,66.938637,54.143478,130.004295205101,1.15552177464332,1.6387680915334,1.91918388732722,53.6987228,0.828241672816854,55.670952115,-2.74375425059137,"45.9176467344","17.9143136693838"
"51","INTU",2015-09-01,2021-09-14,1520,79.5289,79.5289,567.54718,567.54718,613.6364013585,2.21241925917935,1.42441689777673,5.79573315868335,533.27514164,6.42670840695894,434.835657355,30.5199264136368,"244.211641004","132.39972413547"
"52","ISRG",2015-09-01,2021-09-14,1520,55.935555,50.540001,360.853333,346.33667,519.170883349598,2.09639856583622,-3.58693837824777,4.01865389756192,335.02226682,3.37720930832308,282.654616295,22.5299889100472,"174.8386905616","98.0892609567886"
"53","JD",2015-09-01,2021-09-14,1520,24.879999,19.27,106.879997,77.900002,213.102914513783,1.68044466500285,-6.55349130050799,11.5571200691204,73.2458998,6.35407881220404,80.866725,-3.66865728765448,"45.4007359632","71.5831260161566"
"54","KDP",2015-09-01,2021-09-14,1520,10.601741,10.601741,36.652336,34.829937,228.53035176015,1.37468314010385,0.740957818517518,1.88914609954599,34.89359074,-0.182422441056007,33.529845465,3.87741582751133,"23.1354475992","50.5479280254097"
"55","KHC",2015-09-01,2021-09-14,1520,53.830685,18.556677,77.561852,35.805645,-33.4846937206911,-0.134346793777418,1.6274093097694,-1.83860912681421,37.12967832,-3.56597035015734,37.030075295,-3.30658332516363,"44.8764049192","-20.2127597688182"
"56","KLAC",2015-09-01,2021-09-14,1520,41.627602,41.202923,355.483459,355.483459,753.960934381952,2.58289469707721,4.25462548487694,8.70107768365927,326.33217774,8.93300852581744,306.23090772,16.0834684019007,"148.9086751272","138.725822183523"
"57","LRCX",2015-09-01,2021-09-14,1520,62.843166,56.039707,665.031799,602.022034,857.975341344196,2.7713122945139,1.77355802641125,3.68268966213456,608.85722774,-1.12262668957243,578.31672712,4.09901802392121,"257.3891036552","133.895695447338"
"58","LULU",2015-09-01,2021-09-14,1520,63.07,44.09,425.579987,420.5,566.719517995878,2.36706934047087,8.97715387604346,3.53820533445127,395.56739984,6.30299670045731,350.04909956,20.1260053314105,"182.5191040616","130.386842057959"
"59","MAR",2015-09-01,2021-09-14,1520,64.893982,55.021042,157.5,142.339996,119.34236675444,1.15675942884007,6.08023069424006,5.68654140037142,137.60839996,3.43845000841183,138.365799935,2.87223870845754,"115.7988196272","22.920075056245"
"60","MCHP",2015-09-01,2021-09-14,1520,17.884626,17.85927,81.203407,80.10009,347.87120513451,1.92845797014244,2.95540858231077,6.63386667961332,73.30556844,9.26876594042272,73.58863881,8.84844630271262,"46.805667308","71.1333148460621"
"61","MDLZ",2015-09-01,2021-09-14,1520,36.135777,32.270252,64.841064,59.990158,66.0131951777321,0.662470253366704,0.533443096905339,-3.20919061672056,62.40030352,-3.86239390522759,59.133744435,1.44826540781868,"46.8544378072","28.0351676544532"
"62","MELI",2015-09-01,2021-09-14,1520,107.701363,85.258873,1984.339966,1856.339966,1623.59932529359,3.48723645091309,-5.06192277733308,0.992573737857727,1714.3295996,8.28372597854783,1618.80845091,14.6732317190755,"655.6528737296","183.128472455316"
"63","MNST",2015-09-01,2021-09-14,1520,45.009998,38.939999,98.790001,94.959999,110.975345966467,0.984410228741955,-0.211540882911765,-2.67585403312545,95.1171997,-0.165270529931305,92.163850005,3.03388909518028,"64.1990213376","47.9150258391617"
"64","MRNA",2018-12-07,2021-09-14,697,18.6,12.26,484.470001,427.709991,2199.51608064516,4.03835729921575,-1.4143010161885,10.8412557863104,357.91629942,19.5000036860853,208.466475035,105.169675809115,"NA","NA"
"65","MRVL",2015-09-01,2021-09-14,1520,10.04052,7.264247,63.180485,62.241364,519.901797914849,2.3054155821909,1.75626756389534,4.24353864919295,59.40900116,4.76756515796637,51.071979945,21.8698865151271,"26.5558176424","134.37939226026"
"66","MSFT",2015-09-01,2021-09-14,1520,37.591473,37.591473,304.093658,299.242554,696.038383491916,2.29387263319665,-0.118403413837564,3.67044876352116,289.3089886,3.4335488323642,250.5801879,19.4198777276916,"136.0478236992","119.953944034872"
"67","MTCH",2015-09-01,2021-09-14,1520,18.705038,8.680058,172.130005,157.360001,741.270683331411,2.80283997242282,-1.12054472661429,13.192956412273,150.96380006,4.23691039670295,148.97980018,5.62505843736862,"67.774069892","132.183195211322"
"68","MU",2015-09-01,2021-09-14,1520,15.797916,9.546656,95.456566,73.387413,364.53856951765,2.21594455968089,-0.165864351725398,4.65611005249251,75.33349714,-2.58329191379951,80.42158435,-8.74662120480845,"47.5219403424","54.4284860240067"
"69","NFLX",2015-09-01,2021-09-14,1520,105.790001,82.790001,606.710022,577.76001,446.138580715204,2.18171772997785,-4.84710223853979,12.5752346618115,540.78539794,6.83720607117839,524.821399235,10.0869764156274,"334.1259757352","72.9168193908646"
"70","NTES",2015-09-01,2021-09-14,1520,20.135601,19.667973,131.432419,84.347298,318.896351790046,1.95113169117558,-11.9327135195898,-6.54629116747357,96.62871492,-12.7099040178356,104.69362167,-19.4341578268567,"64.3354174288","31.1055424383422"
"71","NVDA",2015-09-01,2021-09-14,1520,5.249295,5.249295,228.402023,222.392761,4136.62150822158,4.38708263754832,-1.83724765681932,11.6620596486293,205.44918036,8.24709089143625,160.327992505,38.7111243178975,"71.8739174952","209.420675469446"
"72","NXPI",2015-09-01,2021-09-14,1520,78.69458,61.540234,227.043259,211.479996,168.735147960635,1.48813515739074,-0.337490293592202,-0.771451168379467,206.86389924,2.23146560466043,190.47879967,11.0254770433161,"117.1545717888","80.5136519821393"
"73","OKTA",2017-04-07,2021-09-14,1117,23.51,21.950001,291.779999,253.289993,977.371301573798,2.90067190899459,-4.34883133250161,7.52661897224175,248.19760066,2.05174922177267,247.720950165,2.248111365345,"NA","NA"
"74","ORLY",2015-09-01,2021-09-14,1520,231.539993,172.850006,620.919983,590.849976,155.182687165409,1.18820212603413,1.76195734569177,-0.913037340454914,597.99440306,-1.19473142615403,519.82520112,13.6632034628125,"359.1178483584","64.528156620701"
"75","PAYX",2015-09-01,2021-09-14,1520,35.803696,35.803696,117.557663,109.073303,204.642579358287,1.30887371393814,-1.46313781651277,-5.97981973634409,112.37372234,-2.93700277188843,98.843208225,10.3498206489948,"70.0492908144","55.7093608399214"
"76","PCAR",2015-09-01,2021-09-14,1520,45.319645,36.431862,98.456459,83.612366,84.4947505656763,0.823421694687747,1.70745984313386,2.81187125774818,83.15000338,0.556058450036345,88.723264015,-5.76049367856432,"66.9118943368","24.958898307584"
"77","PDD",2018-07-26,2021-09-14,790,26.700001,17.15,202.820007,101.779999,281.198483850244,2.13804930613641,-5.62122405064511,18.7136826206314,97.11819962,4.80012953106679,135.917949635,-25.1165874166551,"NA","NA"
"78","PEP",2015-09-01,2021-09-14,1520,75.471802,75.471802,156.768845,154.108627,104.193649702441,0.832852606537554,0.413464904969885,0.807743182280141,153.28358012,0.538248701755339,142.51104628,8.13802229562863,"115.1232247848","33.8640637352502"
"79","PTON",2019-09-26,2021-09-14,496,25.76,19.51,167.419998,108.5,321.195652173913,1.93253527356495,12.4925113632605,-2.11855534258938,113.8831998,-4.72694814463758,119.42109974,-9.14503363624777,"NA","NA"
"80","PYPL",2015-09-01,2021-09-14,1520,33.77,30.629999,308.529999,282.23999,735.771365116967,2.47614576652437,-3.77523565782003,2.98205599573779,286.42860106,-1.46235782477694,261.33372564,7.99983404698381,"121.1886321184","132.893122949234"
"81","QCOM",2015-09-01,2021-09-14,1520,44.950932,35.4445,161.797806,140.608459,212.804324057174,1.53986125474131,-1.80950488484082,-3.57826546882907,142.91496736,-1.61390259019543,140.145456745,0.330372646929589,"77.4143961944","81.6308928469965"
"82","REGN",2015-09-01,2021-09-14,1520,496.420013,273.459991,680.960022,645.150024,29.9605187351703,0.615414581713543,-3.5202944678605,6.21902860429243,617.9816003,4.3963159561403,527.24630019,22.3621718668318,"427.7299041488","50.8311711999363"
"83","ROST",2015-09-01,2021-09-14,1520,44.958748,42.545219,132.319611,112.419998,150.051442713663,1.23792105069512,-1.83512209563546,-10.4444835469197,121.00008646,-7.09097713152163,120.22443834,-6.49155899396152,"89.4851076032","25.6298405523511"
"84","SBUX",2015-09-01,2021-09-14,1520,47.69709,45.362339,125.033485,118.349693,148.12770129163,1.1170855050459,2.6389776202732,2.7248261430355,117.34717234,0.854320253320906,109.30129141,8.27840318561155,"71.5853175824","65.3267695065692"
"85","SGEN",2015-09-01,2021-09-14,1520,39.32,26.870001,211.929993,150.460007,282.655155137335,1.92739725749576,0.70815507367582,-3.32728227406737,154.22280144,-2.43984313918971,158.476400215,-5.05841450469876,"96.5012000712","55.9151667429922"
"86","SIRI",2015-09-01,2021-09-14,1520,3.594628,3.20266,7.4063,6.00956,67.1816944618469,0.741791828792327,-2.11360273869093,0.123694119022899,6.31156676,-4.78497291534631,6.20653695,-3.17370139881308,"5.773342364","4.09152309194321"
"87","SNPS",2015-09-01,2021-09-14,1520,45.639999,40.529999,337.73999,332.589996,628.724810007117,2.21145764963907,-1.1097995752237,13.3665833864459,299.98120054,10.8702796712929,264.091900165,25.9372195028335,"136.4201361384","143.798317033332"
"88","SPLK",2015-09-01,2021-09-14,1520,59.59,30.860001,223.589996,150.490005,152.542381272025,1.53214435824854,-4.32932007438477,2.25617232649266,144.91820066,3.84479265863389,146.305600075,2.86004426546556,"117.8088799504","27.7407993891118"
"89","SWKS",2015-09-01,2021-09-14,1520,75.530495,51.193733,197.757278,177.509308,135.016741251332,1.32105341706538,-1.78654272753992,-2.38645246148416,184.47543696,-3.77618238763704,173.075533315,2.56175705489838,"106.404555928","66.8249131363454"
"90","TCOM",2015-09-01,2021-09-14,1520,32.16,21.629999,59.73,28.4,-11.6915422885572,0.375597252606609,-12.6953294946892,18.0424058032416,28.54519996,-0.508666816850012,34.831299955,-18.4641399066611,"38.6554480328","-26.5304078848033"
"91","TEAM",2015-12-09,2021-09-14,1451,21,17.92,389.390015,389.390015,1754.23816666667,3.49481088525789,2.05974508789946,14.3934949535774,318.66540042,22.1940048988014,254.82619988,52.8061145923643,"118.1827159624","229.481355906464"
"92","TMUS",2015-09-01,2021-09-14,1520,38.959999,33.889999,149.410004,128.919998,230.9034941197,1.43313956180415,-4.19247731588034,-11.4512253878028,142.14799984,-9.30579526612354,134.60279966,-4.22190450299286,"83.2239919288","54.9072509166515"
"93","TSLA",2015-09-01,2021-09-14,1520,47.726002,28.733999,883.090027,744.48999,1459.9253212117,3.70954123889038,-1.09060453647792,3.46908659387507,692.40459596,7.52239288183594,690.265648775,7.85557579480172,"195.0588716952","281.674508588025"
"94","TXN",2015-09-01,2021-09-14,1520,39.348591,39.348591,193.91568,193.91568,392.814799899697,1.84945933219292,2.96272819541694,3.87127994063377,187.71919918,3.30093077696243,177.94406724,8.97563656250391,"110.879800208","74.8881939147009"
"95","VRSK",2015-09-01,2021-09-14,1520,70.297844,64.768677,206.988907,205.559998,192.412947970353,1.23921588655421,1.35738682974781,8.01719054478852,191.19417726,7.51373339181993,184.73719453,11.2715815150146,"131.184445184","56.6954052454012"
"96","VRSN",2015-09-01,2021-09-14,1520,66.559998,66.559998,233.529999,221.949997,233.458539166422,1.41458590497731,0.777129266733356,5.44895750018061,219.94560058,0.91131462266778,210.844500045,5.26715041304364,"160.3906079288","38.3809188493925"
"97","VRTX",2015-09-01,2021-09-14,1520,124.040001,72.019997,303.100006,188.410004,51.8945521453196,0.840661176663406,-1.96163797923037,-3.10749066890877,197.75420062,-4.72515708425107,212.08880025,-11.1645670219684,"181.0403839456","4.07070505142899"
"98","WBA",2015-09-01,2021-09-14,1520,72.016815,31.907751,79.650391,47.758465,-33.684286093463,-0.132625138755891,-5.55410351092359,-1.01774237648893,47.36315046,0.834645787200872,48.087252865,-0.683731852853064,"55.7126538504","-14.2771673949668"
"99","WDAY",2015-09-01,2021-09-14,1520,69.589996,48.900002,281.359985,269.779999,287.670663179805,1.81617988719765,-1.67354171174554,14.1926820861556,243.40259892,10.8369426608586,242.026799485,11.4669943882475,"160.1732238336","68.4301486497317"
"100","XEL",2015-09-01,2021-09-14,1520,27.283375,26.935921,72.684341,66.110001,142.308735631131,1.0278299559524,-1.93305937285472,-3.1260532093155,68.15585574,-3.00172995817778,66.006641805,0.156589082815861,"52.1376280496","26.7990191980112"
"101","XLNX",2015-09-01,2021-09-14,1520,36.273045,36.057076,155.978195,155.289474,328.112594352087,1.84298163449766,0.543150602606657,6.7341817102611,144.39326324,7.54620438343381,135.420499185,14.6720584657251,"89.8203256408","72.8890124725414"
"102","ZM",2019-04-18,2021-09-14,607,62,62,568.340027,281.440002,353.935487096774,2.08984459496295,-6.2108508225223,-23.5294290288735,352.52339848,-20.1641640771918,357.31274965,-21.2342682214167,"NA","NA"
